session_id,customer_id,started_at,duration_seconds,end_reason,device_type
sess_00009008,,2026-05-03 11:53:51,624,no_activity,tablet
sess_00009009,,2026-05-03 10:25:00,12,no_activity,desktop
sess_00009010,cust_001010,2026-05-04 02:03:40,30,no_activity,desktop
sess_00009011,cust_002358,2026-05-04 20:47:35,1845,logout,desktop
sess_00009012,,2026-05-04 08:44:36,388,no_activity,desktop
sess_00009013,cust_002799,2026-05-04 18:59:17,878,no_activity,mobile
sess_00009014,,2026-05-04 12:49:48,13,no_activity,desktop
sess_00009015,cust_001905,2026-05-04 10:14:06,60,no_activity,mobile
sess_00009016,,2026-05-04 15:40:20,26,no_activity,mobile
sess_00009017,,2026-05-04 17:52:56,267,no_activity,desktop
sess_00009018,cust_000298,2026-05-04 16:54:09,2995,no_activity,desktop
sess_00009019,cust_001599,2026-05-04 22:14:40,508,no_activity,mobile
sess_00009020,,2026-05-04 17:51:58,324,timeout,desktop
sess_00009021,cust_001102,2026-05-04 09:43:37,34,no_activity,desktop
sess_00009022,,2026-05-04 08:06:25,1508,timeout,desktop
sess_00009023,,2026-05-04 17:42:27,640,no_activity,desktop
sess_00009024,cust_001650,2026-05-04 08:50:50,193,no_activity,desktop
sess_00009025,,2026-05-04 23:04:41,883,no_activity,tablet
sess_00009026,cust_001394,2026-05-04 13:47:03,264,no_activity,mobile
sess_00009027,,2026-05-04 21:55:28,4194,timeout,desktop
sess_00009028,,2026-05-04 20:39:04,1976,no_activity,mobile
sess_00009029,cust_000076,2026-05-04 16:07:16,950,timeout,mobile
sess_00009030,cust_000496,2026-05-04 14:59:48,82,no_activity,desktop
sess_00009031,cust_002154,2026-05-04 15:52:24,516,timeout,desktop
sess_00009032,cust_001497,2026-05-04 09:10:23,1,no_activity,desktop
sess_00009033,,2026-05-04 13:03:06,328,no_activity,desktop
sess_00009034,,2026-05-04 22:19:58,525,no_activity,desktop
sess_00009035,cust_001400,2026-05-04 16:55:16,291,no_activity,desktop
sess_00009036,,2026-05-04 13:16:55,48,no_activity,mobile
sess_00009037,cust_001239,2026-05-04 09:04:11,168,no_activity,desktop
sess_00009038,,2026-05-04 16:17:47,1088,timeout,mobile
sess_00009039,,2026-05-04 17:03:22,94,no_activity,mobile
sess_00009040,,2026-05-04 17:04:38,101,no_activity,mobile
sess_00009041,cust_000496,2026-05-04 21:20:51,144,logout,desktop
sess_00009042,,2026-05-04 14:14:26,849,no_activity,mobile
sess_00009043,cust_000807,2026-05-04 15:29:10,875,no_activity,desktop
sess_00009044,,2026-05-04 14:03:57,569,no_activity,tablet
sess_00009045,,2026-05-04 11:02:18,2900,no_activity,desktop
sess_00009046,cust_000390,2026-05-04 17:22:41,247,no_activity,mobile
sess_00009047,,2026-05-04 17:51:27,650,no_activity,tablet
sess_00009048,,2026-05-04 19:38:19,365,no_activity,desktop
sess_00009049,,2026-05-04 16:33:51,387,timeout,desktop
sess_00009050,,2026-05-04 15:17:06,513,no_activity,desktop
sess_00009051,,2026-05-04 08:39:42,364,no_activity,desktop
sess_00009052,,2026-05-04 13:02:32,194,no_activity,desktop
sess_00009053,cust_002263,2026-05-04 17:34:09,521,no_activity,mobile
sess_00009054,cust_000830,2026-05-04 15:14:58,1224,no_activity,mobile
sess_00009055,,2026-05-04 12:02:07,401,no_activity,desktop
sess_00009056,cust_001207,2026-05-04 13:32:15,711,timeout,desktop
sess_00009057,,2026-05-04 15:23:05,1941,no_activity,mobile
sess_00009058,,2026-05-04 21:44:26,743,timeout,desktop
sess_00009059,cust_001484,2026-05-04 07:44:33,1106,timeout,desktop
sess_00009060,cust_000378,2026-05-04 13:11:49,264,no_activity,mobile
sess_00009061,cust_001066,2026-05-04 11:19:16,592,timeout,mobile
sess_00009062,cust_002717,2026-05-04 04:36:59,125,no_activity,mobile
sess_00009063,,2026-05-04 16:10:52,906,no_activity,desktop
sess_00009064,,2026-05-04 19:00:19,1256,no_activity,mobile
sess_00009065,,2026-05-04 18:03:47,442,timeout,desktop
sess_00009066,,2026-05-04 15:31:09,439,no_activity,mobile
sess_00009067,,2026-05-04 11:14:08,134,no_activity,desktop
sess_00009068,,2026-05-04 14:37:00,464,timeout,desktop
sess_00009069,,2026-05-04 14:34:08,706,timeout,mobile
sess_00009070,,2026-05-04 19:31:16,1065,no_activity,desktop
sess_00009071,,2026-05-04 12:03:59,264,no_activity,desktop
sess_00009072,,2026-05-04 07:03:48,23,no_activity,desktop
sess_00009073,cust_001178,2026-05-04 17:31:06,544,timeout,desktop
sess_00009074,cust_001893,2026-05-04 17:10:52,16,no_activity,mobile
sess_00009075,,2026-05-04 13:11:56,930,no_activity,desktop
sess_00009076,,2026-05-04 20:34:21,75,no_activity,desktop
sess_00009077,,2026-05-04 09:34:27,252,timeout,desktop
sess_00009078,cust_001381,2026-05-04 17:39:55,168,no_activity,desktop
sess_00009079,cust_001340,2026-05-04 17:07:21,140,no_activity,desktop
sess_00009080,,2026-05-04 17:35:51,792,no_activity,tablet
sess_00009081,cust_000553,2026-05-04 12:39:37,15,no_activity,desktop
sess_00009082,,2026-05-04 20:25:09,11,no_activity,desktop
sess_00009083,,2026-05-04 18:51:54,3923,timeout,desktop
sess_00009084,,2026-05-04 12:04:12,392,no_activity,desktop
sess_00009085,cust_002432,2026-05-04 06:01:08,203,no_activity,desktop
sess_00009086,,2026-05-04 14:53:46,141,logout,desktop
sess_00009087,cust_000438,2026-05-04 13:03:00,30,no_activity,desktop
sess_00009088,,2026-05-04 13:01:02,100,no_activity,mobile
sess_00009089,cust_000349,2026-05-04 22:28:41,971,no_activity,desktop
sess_00009090,cust_002054,2026-05-04 19:20:12,414,no_activity,tablet
sess_00009091,,2026-05-04 12:34:14,360,no_activity,mobile
sess_00009092,cust_002959,2026-05-04 10:20:13,5,no_activity,mobile
sess_00009093,cust_000976,2026-05-04 16:04:04,15,no_activity,mobile
sess_00009094,,2026-05-04 07:15:16,2651,no_activity,desktop
sess_00009095,,2026-05-04 18:11:44,405,no_activity,desktop
sess_00009096,cust_002935,2026-05-04 13:35:48,523,logout,desktop
sess_00009097,,2026-05-04 12:12:40,548,no_activity,mobile
sess_00009098,,2026-05-04 15:00:20,428,no_activity,desktop
sess_00009099,cust_001677,2026-05-04 15:56:42,293,no_activity,mobile
sess_00009100,,2026-05-04 14:10:47,25,no_activity,desktop
sess_00009101,cust_000765,2026-05-04 10:59:31,52,no_activity,mobile
sess_00009102,,2026-05-04 12:25:26,225,no_activity,desktop
sess_00009103,cust_002580,2026-05-05 20:06:55,329,no_activity,desktop
sess_00009104,cust_002057,2026-05-05 12:47:24,7200,no_activity,desktop
sess_00009105,,2026-05-05 16:50:06,374,no_activity,desktop
sess_00009106,cust_000834,2026-05-05 06:08:02,153,no_activity,mobile
sess_00009107,cust_000532,2026-05-05 14:43:16,1041,no_activity,mobile
sess_00009108,cust_002480,2026-05-05 14:17:07,659,no_activity,mobile
sess_00009109,,2026-05-05 14:00:37,3874,no_activity,mobile
sess_00009110,,2026-05-05 08:29:54,17,no_activity,tablet
sess_00009111,,2026-05-05 21:39:46,87,no_activity,desktop
sess_00009112,,2026-05-05 17:44:54,9,no_activity,desktop
sess_00009113,,2026-05-05 19:22:50,853,no_activity,mobile
sess_00009114,,2026-05-05 20:43:44,496,no_activity,desktop
sess_00009115,,2026-05-05 15:09:48,224,timeout,desktop
sess_00009116,cust_000430,2026-05-05 08:10:46,310,no_activity,desktop
sess_00009117,,2026-05-05 20:59:26,19,no_activity,tablet
sess_00009118,cust_002057,2026-05-05 15:42:00,185,no_activity,desktop
sess_00009119,,2026-05-05 20:34:26,285,no_activity,desktop
sess_00009120,,2026-05-05 16:36:02,596,no_activity,desktop
sess_00009121,cust_001667,2026-05-05 18:30:41,112,no_activity,desktop
sess_00009122,cust_001038,2026-05-05 17:08:15,349,no_activity,mobile
sess_00009123,cust_002837,2026-05-05 14:47:09,192,no_activity,mobile
sess_00009124,cust_002430,2026-05-05 16:17:42,196,no_activity,desktop
sess_00009125,cust_002082,2026-05-05 11:21:11,126,no_activity,desktop
sess_00009126,,2026-05-05 19:02:04,707,no_activity,desktop
sess_00009127,,2026-05-05 15:10:26,60,no_activity,desktop
sess_00009128,,2026-05-05 13:44:06,6,no_activity,desktop
sess_00009129,cust_000527,2026-05-05 21:52:29,104,no_activity,desktop
sess_00009130,cust_000907,2026-05-05 08:48:12,79,no_activity,mobile
sess_00009131,cust_001524,2026-05-05 16:57:16,127,no_activity,desktop
sess_00009132,,2026-05-05 13:36:31,595,timeout,desktop
sess_00009133,,2026-05-05 08:56:00,197,logout,mobile
sess_00009134,cust_000027,2026-05-05 21:15:11,71,no_activity,mobile
sess_00009135,,2026-05-05 17:18:23,139,timeout,desktop
sess_00009136,cust_000518,2026-05-05 06:50:42,989,no_activity,desktop
sess_00009137,cust_002996,2026-05-05 16:41:41,500,timeout,desktop
sess_00009138,cust_002810,2026-05-05 11:37:36,202,no_activity,desktop
sess_00009139,,2026-05-05 17:53:00,107,no_activity,desktop
sess_00009140,,2026-05-05 13:24:36,2437,no_activity,mobile
sess_00009141,cust_002276,2026-05-05 05:12:43,241,no_activity,desktop
sess_00009142,,2026-05-05 18:34:24,234,timeout,mobile
sess_00009143,,2026-05-05 12:25:27,411,no_activity,desktop
sess_00009144,,2026-05-05 12:45:29,626,timeout,desktop
sess_00009145,,2026-05-05 19:36:46,33,no_activity,desktop
sess_00009146,cust_002437,2026-05-05 19:45:35,311,no_activity,mobile
sess_00009147,cust_002467,2026-05-05 18:40:46,199,timeout,mobile
sess_00009148,cust_000224,2026-05-05 13:25:12,477,no_activity,mobile
sess_00009149,,2026-05-05 19:19:48,75,no_activity,mobile
sess_00009150,cust_000814,2026-05-05 08:45:32,24,no_activity,mobile
sess_00009151,cust_001802,2026-05-05 10:15:49,1911,timeout,desktop
sess_00009152,,2026-05-05 13:37:05,602,no_activity,desktop
sess_00009153,cust_001999,2026-05-05 19:21:45,567,no_activity,desktop
sess_00009154,,2026-05-05 16:26:11,606,no_activity,desktop
sess_00009155,,2026-05-05 17:54:25,1810,no_activity,desktop
sess_00009156,,2026-05-05 11:24:14,702,no_activity,desktop
sess_00009157,,2026-05-05 17:52:53,305,no_activity,mobile
sess_00009158,,2026-05-05 15:45:49,545,logout,mobile
sess_00009159,cust_002204,2026-05-05 12:30:43,408,no_activity,mobile
sess_00009160,cust_002845,2026-05-05 09:22:00,26,no_activity,mobile
sess_00009161,,2026-05-05 11:18:04,426,no_activity,mobile
sess_00009162,cust_002803,2026-05-05 10:53:18,14,no_activity,mobile
sess_00009163,cust_001676,2026-05-05 19:56:21,113,logout,desktop
sess_00009164,cust_001226,2026-05-05 19:50:38,479,no_activity,mobile
sess_00009165,,2026-05-05 13:40:16,101,no_activity,desktop
sess_00009166,,2026-05-05 07:23:08,506,no_activity,desktop
sess_00009167,,2026-05-05 12:49:29,197,no_activity,desktop
sess_00009168,,2026-05-05 14:02:19,608,no_activity,desktop
sess_00009169,,2026-05-05 13:35:42,64,logout,mobile
sess_00009170,,2026-05-05 13:01:19,280,no_activity,mobile
sess_00009171,,2026-05-05 10:20:22,1569,no_activity,desktop
sess_00009172,,2026-05-05 13:27:52,2,no_activity,desktop
sess_00009173,,2026-05-05 07:16:19,437,no_activity,desktop
sess_00009174,,2026-05-05 10:16:20,581,logout,desktop
sess_00009175,,2026-05-05 17:52:12,128,no_activity,mobile
sess_00009176,cust_001624,2026-05-05 17:03:26,276,no_activity,mobile
sess_00009177,,2026-05-05 08:37:05,271,timeout,mobile
sess_00009178,,2026-05-05 12:30:14,102,no_activity,desktop
sess_00009179,cust_002274,2026-05-05 17:08:51,503,no_activity,desktop
sess_00009180,,2026-05-05 20:53:21,440,no_activity,desktop
sess_00009181,,2026-05-05 07:41:27,26,no_activity,mobile
sess_00009182,,2026-05-05 11:50:07,18,no_activity,desktop
sess_00009183,,2026-05-05 12:01:09,734,no_activity,desktop
sess_00009184,,2026-05-05 11:26:32,237,no_activity,desktop
sess_00009185,cust_001663,2026-05-05 16:11:55,163,no_activity,desktop
sess_00009186,,2026-05-05 17:21:04,91,logout,desktop
sess_00009187,,2026-05-06 16:15:46,3593,no_activity,mobile
sess_00009188,cust_001073,2026-05-06 11:10:01,20,no_activity,desktop
sess_00009189,cust_000130,2026-05-06 07:49:59,777,no_activity,mobile
sess_00009190,,2026-05-06 18:50:46,339,no_activity,mobile
sess_00009191,,2026-05-06 18:15:12,716,no_activity,mobile
sess_00009192,,2026-05-06 22:31:47,637,timeout,mobile
sess_00009193,cust_000838,2026-05-06 13:11:12,74,no_activity,mobile
sess_00009194,,2026-05-06 11:38:14,663,no_activity,desktop
sess_00009195,,2026-05-06 12:45:44,170,no_activity,mobile
sess_00009196,cust_000623,2026-05-06 22:18:47,236,no_activity,desktop
sess_00009197,,2026-05-06 00:54:13,25,no_activity,mobile
sess_00009198,cust_000357,2026-05-06 13:32:34,90,logout,mobile
sess_00009199,,2026-05-06 13:05:09,1746,no_activity,desktop
sess_00009200,cust_000930,2026-05-06 19:15:47,3105,no_activity,desktop
sess_00009201,,2026-05-06 22:43:05,6,no_activity,desktop
sess_00009202,cust_002285,2026-05-06 14:21:03,269,no_activity,desktop
sess_00009203,,2026-05-06 17:11:28,9,no_activity,mobile
sess_00009204,,2026-05-06 09:06:27,1196,no_activity,desktop
sess_00009205,,2026-05-06 17:46:26,369,no_activity,desktop
sess_00009206,,2026-05-06 09:16:38,525,no_activity,desktop
sess_00009207,cust_000840,2026-05-06 14:54:36,72,timeout,mobile
sess_00009208,,2026-05-06 17:35:20,10,no_activity,desktop
sess_00009209,,2026-05-06 14:15:02,162,no_activity,desktop
sess_00009210,,2026-05-06 16:25:00,813,timeout,mobile
sess_00009211,,2026-05-06 10:54:16,84,no_activity,desktop
sess_00009212,,2026-05-06 18:02:14,243,no_activity,desktop
sess_00009213,cust_002832,2026-05-06 23:52:28,1531,no_activity,desktop
sess_00009214,cust_002531,2026-05-06 11:48:03,74,timeout,mobile
sess_00009215,,2026-05-06 22:49:29,657,timeout,desktop
sess_00009216,cust_000376,2026-05-06 00:50:25,380,no_activity,mobile
sess_00009217,cust_000313,2026-05-06 15:02:31,595,no_activity,desktop
sess_00009218,cust_002858,2026-05-06 16:22:37,883,no_activity,tablet
sess_00009219,cust_001805,2026-05-06 18:18:28,579,timeout,desktop
sess_00009220,cust_002662,2026-05-06 12:52:16,1522,no_activity,mobile
sess_00009221,cust_002354,2026-05-06 20:40:34,488,no_activity,desktop
sess_00009222,,2026-05-06 23:30:39,387,no_activity,desktop
sess_00009223,,2026-05-06 18:00:14,446,timeout,desktop
sess_00009224,,2026-05-06 12:54:09,1034,no_activity,desktop
sess_00009225,,2026-05-06 14:42:08,8,no_activity,mobile
sess_00009226,,2026-05-06 16:30:46,88,logout,desktop
sess_00009227,,2026-05-06 17:13:28,306,no_activity,mobile
sess_00009228,cust_001634,2026-05-06 12:45:43,702,timeout,desktop
sess_00009229,,2026-05-06 16:53:19,26,no_activity,mobile
sess_00009230,cust_000986,2026-05-06 19:42:43,20,no_activity,desktop
sess_00009231,,2026-05-06 10:57:18,315,no_activity,desktop
sess_00009232,,2026-05-06 14:16:22,556,timeout,desktop
sess_00009233,,2026-05-06 18:51:15,369,timeout,desktop
sess_00009234,,2026-05-06 17:28:52,8,no_activity,mobile
sess_00009235,,2026-05-06 14:42:46,66,logout,desktop
sess_00009236,,2026-05-06 13:19:55,169,no_activity,mobile
sess_00009237,cust_002401,2026-05-06 20:38:47,702,logout,mobile
sess_00009238,,2026-05-06 09:13:04,950,no_activity,tablet
sess_00009239,,2026-05-06 08:06:09,28,no_activity,mobile
sess_00009240,,2026-05-06 12:16:22,1287,no_activity,mobile
sess_00009241,,2026-05-06 20:10:33,580,logout,mobile
sess_00009242,cust_001087,2026-05-06 15:48:04,18,no_activity,desktop
sess_00009243,cust_002636,2026-05-06 11:52:00,998,no_activity,desktop
sess_00009244,cust_002452,2026-05-06 07:55:35,2726,no_activity,desktop
sess_00009245,,2026-05-06 18:43:05,17,no_activity,desktop
sess_00009246,cust_002894,2026-05-06 11:05:25,2053,no_activity,desktop
sess_00009247,,2026-05-06 10:56:03,454,no_activity,desktop
sess_00009248,,2026-05-06 18:36:12,432,timeout,mobile
sess_00009249,,2026-05-06 18:18:53,163,no_activity,desktop
sess_00009250,cust_001387,2026-05-06 16:59:08,904,no_activity,mobile
sess_00009251,,2026-05-06 17:31:41,705,no_activity,desktop
sess_00009252,cust_000457,2026-05-06 19:19:16,807,no_activity,mobile
sess_00009253,cust_002646,2026-05-06 13:08:11,12,no_activity,desktop
sess_00009254,cust_001439,2026-05-06 18:32:49,466,no_activity,mobile
sess_00009255,cust_000285,2026-05-06 19:00:40,23,no_activity,mobile
sess_00009256,,2026-05-06 15:43:49,20,no_activity,mobile
sess_00009257,cust_000405,2026-05-06 09:31:57,509,no_activity,desktop
sess_00009258,,2026-05-06 17:21:15,9,no_activity,mobile
sess_00009259,,2026-05-06 13:42:07,1805,no_activity,desktop
sess_00009260,,2026-05-06 13:32:12,213,no_activity,desktop
sess_00009261,cust_001967,2026-05-06 11:04:44,181,no_activity,mobile
sess_00009262,,2026-05-06 09:24:13,130,no_activity,desktop
sess_00009263,,2026-05-06 22:44:58,685,no_activity,mobile
sess_00009264,cust_002864,2026-05-06 11:41:51,86,no_activity,desktop
sess_00009265,cust_000137,2026-05-06 11:50:54,798,timeout,desktop
sess_00009266,,2026-05-06 14:43:06,578,timeout,desktop
sess_00009267,cust_001027,2026-05-06 09:57:48,969,no_activity,mobile
sess_00009268,,2026-05-07 06:30:09,326,no_activity,desktop
sess_00009269,,2026-05-07 12:44:39,667,no_activity,desktop
sess_00009270,,2026-05-07 16:18:08,375,no_activity,desktop
sess_00009271,cust_003000,2026-05-07 09:08:44,61,no_activity,tablet
sess_00009272,,2026-05-07 14:56:29,5,no_activity,mobile
sess_00009273,,2026-05-07 08:46:38,1418,no_activity,mobile
sess_00009274,cust_000805,2026-05-07 18:59:08,407,no_activity,mobile
sess_00009275,cust_001352,2026-05-07 14:51:02,220,no_activity,desktop
sess_00009276,,2026-05-07 19:21:28,79,no_activity,desktop
sess_00009277,cust_002425,2026-05-07 16:04:46,491,no_activity,desktop
sess_00009278,cust_000889,2026-05-07 12:58:17,30,no_activity,desktop
sess_00009279,,2026-05-07 10:02:05,27,no_activity,desktop
sess_00009280,,2026-05-07 16:35:37,201,no_activity,desktop
sess_00009281,cust_001581,2026-05-07 08:04:30,243,no_activity,mobile
sess_00009282,cust_000480,2026-05-07 12:46:28,3,no_activity,desktop
sess_00009283,,2026-05-07 19:50:04,2192,no_activity,desktop
sess_00009284,cust_000002,2026-05-07 14:21:00,124,no_activity,desktop
sess_00009285,cust_000588,2026-05-07 17:18:28,261,no_activity,mobile
sess_00009286,cust_002309,2026-05-07 21:26:59,69,no_activity,mobile
sess_00009287,cust_000463,2026-05-07 17:07:16,458,no_activity,desktop
sess_00009288,,2026-05-07 17:03:13,172,no_activity,mobile
sess_00009289,,2026-05-07 15:07:23,30,no_activity,tablet
sess_00009290,,2026-05-07 13:01:26,219,no_activity,desktop
sess_00009291,cust_001140,2026-05-07 16:57:32,199,no_activity,desktop
sess_00009292,,2026-05-07 23:16:06,1982,no_activity,desktop
sess_00009293,cust_002678,2026-05-07 08:41:57,21,no_activity,mobile
sess_00009294,,2026-05-07 20:49:37,461,no_activity,desktop
sess_00009295,,2026-05-07 08:54:16,8,no_activity,desktop
sess_00009296,cust_001393,2026-05-07 22:58:33,477,no_activity,mobile
sess_00009297,,2026-05-07 13:48:14,208,no_activity,mobile
sess_00009298,,2026-05-07 18:50:13,127,no_activity,mobile
sess_00009299,,2026-05-07 15:06:27,941,no_activity,mobile
sess_00009300,,2026-05-07 09:08:59,204,no_activity,mobile
sess_00009301,cust_002828,2026-05-07 19:04:42,388,no_activity,mobile
sess_00009302,cust_002370,2026-05-07 11:23:37,67,no_activity,mobile
sess_00009303,cust_002271,2026-05-07 12:56:15,112,no_activity,mobile
sess_00009304,,2026-05-07 10:44:22,16,no_activity,mobile
sess_00009305,cust_001166,2026-05-07 09:53:19,779,no_activity,tablet
sess_00009306,,2026-05-07 20:17:50,255,logout,mobile
sess_00009307,,2026-05-07 05:39:33,4,no_activity,mobile
sess_00009308,,2026-05-07 09:51:17,1400,no_activity,mobile
sess_00009309,,2026-05-07 19:29:23,148,no_activity,desktop
sess_00009310,,2026-05-07 15:08:04,28,no_activity,desktop
sess_00009311,cust_002119,2026-05-07 11:47:11,639,timeout,desktop
sess_00009312,cust_002287,2026-05-07 05:41:51,1579,no_activity,desktop
sess_00009313,,2026-05-07 12:49:21,1374,no_activity,mobile
sess_00009314,cust_002817,2026-05-07 08:58:29,1103,no_activity,desktop
sess_00009315,,2026-05-07 15:44:29,257,no_activity,desktop
sess_00009316,cust_000123,2026-05-07 07:09:07,2694,logout,mobile
sess_00009317,cust_002019,2026-05-07 10:36:44,242,no_activity,tablet
sess_00009318,cust_002010,2026-05-07 21:11:25,4,no_activity,desktop
sess_00009319,,2026-05-07 13:53:17,244,no_activity,mobile
sess_00009320,,2026-05-07 17:52:47,15,no_activity,mobile
sess_00009321,,2026-05-07 12:56:04,213,no_activity,mobile
sess_00009322,,2026-05-07 19:49:38,1334,no_activity,desktop
sess_00009323,,2026-05-07 16:55:11,107,no_activity,mobile
sess_00009324,cust_001712,2026-05-07 10:46:12,1753,no_activity,mobile
sess_00009325,cust_000668,2026-05-07 12:36:22,286,no_activity,mobile
sess_00009326,cust_002650,2026-05-07 12:01:43,381,no_activity,desktop
sess_00009327,cust_001528,2026-05-07 19:15:27,1124,no_activity,mobile
sess_00009328,,2026-05-07 12:35:38,2687,timeout,desktop
sess_00009329,cust_000776,2026-05-07 11:33:03,181,no_activity,desktop
sess_00009330,,2026-05-07 05:29:02,699,no_activity,tablet
sess_00009331,cust_001063,2026-05-07 17:36:12,29,no_activity,desktop
sess_00009332,cust_002502,2026-05-07 17:19:57,451,no_activity,mobile
sess_00009333,,2026-05-07 17:54:39,814,logout,desktop
sess_00009334,,2026-05-07 08:24:59,147,no_activity,mobile
sess_00009335,,2026-05-07 08:45:53,178,no_activity,mobile
sess_00009336,cust_002868,2026-05-07 09:32:05,196,no_activity,mobile
sess_00009337,cust_000685,2026-05-07 17:15:31,508,logout,desktop
sess_00009338,,2026-05-07 14:52:08,4,no_activity,mobile
sess_00009339,,2026-05-07 19:28:07,541,no_activity,mobile
sess_00009340,cust_001272,2026-05-07 14:12:05,1411,no_activity,tablet
sess_00009341,cust_002672,2026-05-07 17:51:30,449,no_activity,tablet
sess_00009342,,2026-05-07 13:20:34,841,timeout,mobile
sess_00009343,,2026-05-07 12:42:56,805,no_activity,mobile
sess_00009344,,2026-05-07 22:19:14,431,no_activity,desktop
sess_00009345,,2026-05-07 18:14:59,1054,no_activity,mobile
sess_00009346,cust_001282,2026-05-07 15:50:46,143,no_activity,mobile
sess_00009347,,2026-05-07 10:53:43,72,no_activity,mobile
sess_00009348,,2026-05-07 20:52:42,658,no_activity,mobile
sess_00009349,cust_001321,2026-05-07 17:13:18,15,no_activity,desktop
sess_00009350,cust_000946,2026-05-07 12:12:42,993,no_activity,desktop
sess_00009351,cust_002824,2026-05-07 12:27:34,212,no_activity,mobile
sess_00009352,,2026-05-07 18:36:48,842,no_activity,desktop
sess_00009353,,2026-05-07 07:32:10,1485,timeout,mobile
sess_00009354,,2026-05-07 21:54:48,629,timeout,desktop
sess_00009355,,2026-05-07 16:32:08,125,no_activity,desktop
sess_00009356,,2026-05-07 17:52:09,1758,no_activity,mobile
sess_00009357,,2026-05-07 16:17:51,298,no_activity,desktop
sess_00009358,,2026-05-07 12:56:50,19,no_activity,mobile
sess_00009359,,2026-05-07 11:34:26,151,logout,mobile
sess_00009360,,2026-05-08 13:50:25,1541,no_activity,mobile
sess_00009361,cust_000764,2026-05-08 07:07:00,2028,no_activity,mobile
sess_00009362,cust_001634,2026-05-08 18:47:49,75,no_activity,desktop
sess_00009363,,2026-05-08 17:49:56,374,timeout,desktop
sess_00009364,cust_001675,2026-05-08 10:26:44,505,no_activity,desktop
sess_00009365,cust_000058,2026-05-08 22:20:19,1206,no_activity,desktop
sess_00009366,cust_000107,2026-05-08 15:22:08,206,no_activity,mobile
sess_00009367,,2026-05-08 08:29:04,1008,logout,desktop
sess_00009368,cust_002111,2026-05-08 15:05:38,183,timeout,desktop
sess_00009369,cust_001906,2026-05-08 13:40:33,175,logout,desktop
sess_00009370,cust_000022,2026-05-08 18:28:45,412,no_activity,desktop
sess_00009371,cust_000564,2026-05-08 16:43:15,7,no_activity,desktop
sess_00009372,cust_000683,2026-05-08 12:16:57,12,no_activity,mobile
sess_00009373,,2026-05-08 16:19:03,189,timeout,mobile
sess_00009374,cust_002100,2026-05-08 13:13:14,226,no_activity,mobile
sess_00009375,,2026-05-08 17:01:50,289,logout,desktop
sess_00009376,cust_002479,2026-05-08 17:21:46,2600,no_activity,mobile
sess_00009377,,2026-05-08 19:48:59,65,no_activity,mobile
sess_00009378,,2026-05-08 20:07:32,595,no_activity,mobile
sess_00009379,cust_001103,2026-05-08 17:56:11,114,no_activity,tablet
sess_00009380,,2026-05-08 06:00:43,87,no_activity,mobile
sess_00009381,cust_001615,2026-05-08 21:27:31,639,no_activity,mobile
sess_00009382,cust_001914,2026-05-08 16:43:44,391,no_activity,desktop
sess_00009383,,2026-05-08 13:03:29,336,no_activity,desktop
sess_00009384,cust_000570,2026-05-08 19:38:17,578,no_activity,mobile
sess_00009385,cust_001890,2026-05-08 12:31:15,120,no_activity,mobile
sess_00009386,cust_002978,2026-05-08 17:17:33,1952,no_activity,desktop
sess_00009387,,2026-05-08 20:24:24,965,no_activity,mobile
sess_00009388,,2026-05-08 09:31:40,155,no_activity,mobile
sess_00009389,,2026-05-08 09:30:40,525,no_activity,desktop
sess_00009390,cust_002390,2026-05-08 14:30:22,754,no_activity,mobile
sess_00009391,,2026-05-08 15:21:04,666,no_activity,desktop
sess_00009392,,2026-05-08 07:01:12,428,no_activity,mobile
sess_00009393,cust_000204,2026-05-08 10:09:46,315,timeout,mobile
sess_00009394,,2026-05-08 18:55:50,408,no_activity,mobile
sess_00009395,cust_001376,2026-05-08 10:10:34,431,no_activity,desktop
sess_00009396,,2026-05-08 11:17:01,13,no_activity,desktop
sess_00009397,cust_002844,2026-05-08 12:29:15,954,timeout,desktop
sess_00009398,,2026-05-08 07:19:42,88,no_activity,mobile
sess_00009399,cust_000078,2026-05-08 17:37:32,66,no_activity,mobile
sess_00009400,,2026-05-08 20:52:41,149,timeout,desktop
sess_00009401,cust_002954,2026-05-08 18:26:04,1,no_activity,desktop
sess_00009402,cust_000595,2026-05-08 07:41:15,1411,no_activity,desktop
sess_00009403,cust_001146,2026-05-08 07:24:59,515,no_activity,mobile
sess_00009404,cust_000090,2026-05-08 16:32:11,884,no_activity,mobile
sess_00009405,,2026-05-08 09:37:05,1,no_activity,mobile
sess_00009406,,2026-05-08 14:06:37,380,no_activity,desktop
sess_00009407,,2026-05-08 16:43:40,4,no_activity,tablet
sess_00009408,,2026-05-08 19:40:25,1159,no_activity,desktop
sess_00009409,cust_002226,2026-05-08 20:00:20,934,no_activity,tablet
sess_00009410,,2026-05-08 09:42:08,127,no_activity,mobile
sess_00009411,,2026-05-08 07:39:23,146,no_activity,desktop
sess_00009412,cust_000947,2026-05-08 11:31:25,550,logout,desktop
sess_00009413,cust_000956,2026-05-08 10:34:44,47,no_activity,mobile
sess_00009414,cust_000274,2026-05-08 18:02:34,1051,no_activity,mobile
sess_00009415,,2026-05-08 20:02:13,89,no_activity,desktop
sess_00009416,cust_000518,2026-05-08 09:29:53,6,no_activity,desktop
sess_00009417,cust_002098,2026-05-08 11:00:44,19,no_activity,mobile
